user_id,group_size,age_group,thrill_preference,visit_duration_hours,budget_level
USR_01279,4,kids,0.19,8.2,medium
USR_01280,5,kids,0.57,5.5,medium
USR_01281,1,adults,0.91,3.3,low
USR_01282,1,adults,0.67,3.4,medium
USR_01283,5,kids,0.27,7.3,medium
USR_01284,6,kids,0.27,8.1,medium
USR_01285,3,mixed,0.47,5.1,medium
USR_01286,3,mixed,0.72,4.4,low
USR_01287,3,kids,0.17,5.4,high
USR_01288,6,kids,0.21,6.4,medium
USR_01289,6,kids,0.34,8.2,high
USR_01290,5,mixed,0.33,5.0,medium
USR_01291,1,adults,0.85,2.6,medium
USR_01292,5,kids,0.31,7.8,medium
USR_01293,5,adults,0.45,6.6,medium
USR_01294,6,mixed,0.65,9.4,high
USR_01295,3,kids,0.59,6.7,medium
USR_01296,2,adults,0.94,3.4,low
USR_01297,1,adults,0.74,3.5,medium
USR_01298,6,mixed,0.72,6.9,medium
USR_01299,3,mixed,0.5,3.9,medium
USR_01300,2,adults,0.49,2.5,low
USR_01301,2,mixed,0.75,5.1,medium
USR_01302,6,kids,0.38,7.6,medium
USR_01303,4,kids,0.34,7.9,medium
USR_01304,1,adults,0.68,4.5,medium
USR_01305,2,adults,1.0,3.2,medium
USR_01306,6,kids,0.59,7.8,low
USR_01307,6,kids,0.3,6.9,medium
USR_01308,3,kids,0.6,5.9,low
USR_01309,4,kids,0.18,4.6,low
USR_01310,1,mixed,0.55,2.0,medium
USR_01311,5,kids,0.14,6.5,high
USR_01312,3,kids,0.24,4.0,medium
USR_01313,2,adults,1.0,3.1,medium
USR_01314,2,mixed,0.53,4.4,high
USR_01315,3,mixed,0.53,6.9,high
USR_01316,6,kids,0.42,9.0,low
USR_01317,2,adults,0.81,3.5,high
USR_01318,4,mixed,0.78,7.2,medium
USR_01319,1,adults,0.43,2.7,medium
USR_01320,4,kids,0.52,5.6,low
USR_01321,2,kids,0.44,2.1,medium
USR_01322,5,kids,0.45,6.6,low
USR_01323,1,kids,0.37,2.0,low
USR_01324,1,mixed,0.59,3.7,medium
USR_01325,3,mixed,0.39,6.2,high
USR_01326,3,adults,0.57,6.1,high
USR_01327,5,mixed,0.47,5.6,medium
USR_01328,6,kids,0.35,9.0,high
USR_01329,1,adults,0.87,4.8,high
USR_01330,5,kids,0.27,6.2,medium
USR_01331,3,kids,0.28,5.2,low
USR_01332,3,mixed,0.76,4.8,medium
USR_01333,1,adults,0.51,4.9,high
USR_01334,4,kids,0.36,5.5,medium
USR_01335,2,adults,0.51,4.4,medium
USR_01336,3,mixed,0.39,5.6,medium
USR_01337,6,kids,0.43,6.8,medium
USR_01338,6,kids,0.16,5.8,medium
USR_01339,3,kids,0.54,4.7,low
USR_01340,4,mixed,0.76,7.1,medium
USR_01341,4,kids,0.2,7.1,high
USR_01342,5,mixed,0.35,7.9,high
USR_01343,6,kids,0.4,6.7,low
USR_01344,5,kids,0.19,8.4,high
USR_01345,6,adults,0.52,7.1,medium
USR_01346,2,adults,0.48,3.6,medium
USR_01347,2,adults,0.64,5.4,medium
USR_01348,1,adults,0.54,3.7,high
USR_01349,5,kids,0.37,8.6,high
USR_01350,3,mixed,0.38,6.2,medium
USR_01351,5,kids,0.48,8.2,high
USR_01352,3,kids,0.41,2.9,low
USR_01353,4,kids,0.49,5.7,medium
USR_01354,5,mixed,0.72,6.3,medium
USR_01355,4,mixed,0.66,5.1,medium
USR_01356,2,adults,0.9,3.8,low
USR_01357,2,adults,0.75,6.0,high
USR_01358,1,adults,0.49,2.2,low
USR_01359,5,kids,0.21,5.8,low
USR_01360,4,kids,0.37,5.4,medium
USR_01361,3,kids,0.29,6.3,medium
USR_01362,2,adults,0.55,4.8,high
USR_01363,2,adults,0.72,2.6,medium
USR_01364,3,mixed,0.39,2.5,low
USR_01365,4,adults,0.67,7.1,high
USR_01366,4,kids,0.44,4.8,medium
USR_01367,5,mixed,0.35,6.8,low
USR_01368,5,mixed,0.36,4.9,medium
USR_01369,6,mixed,0.59,6.7,medium
USR_01370,6,kids,0.49,5.7,medium
USR_01371,1,adults,0.4,3.8,medium
USR_01372,2,adults,0.63,5.9,high
USR_01373,5,kids,0.17,7.9,high
USR_01374,4,mixed,0.52,4.4,medium
USR_01375,3,kids,0.17,3.5,low
USR_01376,4,kids,0.38,7.0,high
USR_01377,2,mixed,0.48,2.1,medium
USR_01378,6,mixed,0.73,7.0,medium
USR_01379,4,kids,0.35,7.5,medium
USR_01380,1,adults,0.8,4.1,high
USR_01381,2,adults,0.8,2.3,medium
USR_01382,6,kids,0.5,6.1,low
USR_01383,3,kids,0.19,4.1,medium
USR_01384,6,mixed,0.51,10.0,high
USR_01385,1,kids,0.19,4.8,low
USR_01386,2,adults,0.72,6.0,high
USR_01387,3,mixed,0.69,4.5,medium
USR_01388,1,adults,0.97,4.7,medium
USR_01389,6,mixed,0.47,5.4,low
USR_01390,1,adults,0.56,4.1,low
USR_01391,2,adults,0.77,6.2,high
USR_01392,5,mixed,0.43,5.8,low
USR_01393,1,adults,0.46,4.7,medium
USR_01394,1,adults,0.7,2.8,medium
USR_01395,6,kids,0.27,5.3,low
USR_01396,6,kids,0.48,8.0,low
USR_01397,3,kids,0.58,4.8,medium
USR_01398,6,mixed,0.73,9.0,high
USR_01399,4,adults,0.44,7.9,medium
USR_01400,2,adults,0.44,3.2,medium
USR_01401,2,adults,0.43,3.9,medium
USR_01402,5,mixed,0.35,8.4,medium
USR_01403,5,kids,0.2,7.3,medium
USR_01404,2,adults,0.52,4.3,high
USR_01405,5,kids,0.17,5.4,medium
USR_01406,3,mixed,0.62,4.3,medium
USR_01407,6,mixed,0.71,5.9,low
USR_01408,2,mixed,0.37,5.4,high
USR_01409,5,mixed,0.69,6.1,low
USR_01410,2,adults,0.68,3.9,low
USR_01411,4,mixed,0.73,4.7,medium
USR_01412,1,mixed,0.68,3.2,medium
USR_01413,6,kids,0.56,4.8,medium
USR_01414,2,adults,0.66,4.3,medium
USR_01415,1,adults,0.64,4.7,medium
USR_01416,5,kids,0.34,4.3,low
USR_01417,1,adults,0.45,4.9,high
USR_01418,6,mixed,0.7,6.6,medium
USR_01419,2,adults,0.6,5.1,medium
USR_01420,4,mixed,0.36,5.9,medium
USR_01421,5,kids,0.38,6.5,low
USR_01422,2,adults,0.4,4.2,medium
USR_01423,6,kids,0.37,8.9,medium
USR_01424,5,kids,0.17,6.9,medium
USR_01425,3,kids,0.57,4.1,medium
USR_01426,1,adults,0.89,4.4,high
USR_01427,6,kids,0.19,6.9,medium
USR_01428,3,mixed,0.3,6.1,high
USR_01429,2,mixed,0.53,3.6,medium
USR_01430,4,kids,0.15,4.4,low
USR_01431,5,mixed,0.54,6.2,low
USR_01432,1,mixed,0.5,3.4,medium
USR_01433,5,kids,0.56,7.3,low
USR_01434,2,kids,0.53,3.1,low
USR_01435,5,mixed,0.64,5.1,high
USR_01436,1,adults,0.43,3.9,high
USR_01437,2,adults,0.86,2.1,medium
USR_01438,5,kids,0.57,6.5,low
USR_01439,4,kids,0.58,3.2,low
USR_01440,6,mixed,0.32,5.6,low
USR_01441,2,adults,0.7,3.7,medium
USR_01442,6,mixed,0.36,10.0,high
USR_01443,2,mixed,0.72,2.8,medium
USR_01444,4,mixed,0.36,5.2,low
USR_01445,6,mixed,0.56,8.0,medium
USR_01446,3,kids,0.54,6.7,medium
USR_01447,1,adults,0.83,4.2,medium
USR_01448,3,mixed,0.63,6.2,medium
USR_01449,5,kids,0.55,7.5,medium
USR_01450,4,kids,0.4,3.7,low
USR_01451,3,mixed,0.36,4.8,low
USR_01452,2,adults,0.67,6.1,high
USR_01453,5,kids,0.16,4.9,low
USR_01454,5,mixed,0.6,5.3,low
USR_01455,3,mixed,0.32,3.4,low
USR_01456,3,kids,0.38,5.3,low
USR_01457,4,kids,0.15,5.6,medium
USR_01458,1,kids,0.6,3.9,high
USR_01459,3,kids,0.22,3.4,medium
USR_01460,3,kids,0.2,4.8,medium
USR_01461,6,kids,0.36,6.6,medium
USR_01462,2,mixed,0.39,4.4,medium
USR_01463,6,kids,0.32,6.9,high
USR_01464,6,kids,0.49,8.5,high
USR_01465,5,kids,0.36,5.5,low
USR_01466,1,kids,0.4,2.0,medium
USR_01467,2,adults,0.79,2.5,medium
USR_01468,4,mixed,0.76,5.3,high
USR_01469,4,adults,0.83,5.5,medium
USR_01470,3,kids,0.54,6.0,high
USR_01471,3,adults,0.94,5.2,medium
USR_01472,4,adults,0.57,5.6,low
USR_01473,3,mixed,0.66,4.0,medium
USR_01474,1,adults,0.62,5.6,high
USR_01475,6,mixed,0.39,7.8,high
USR_01476,3,mixed,0.64,4.9,low
USR_01477,5,adults,0.86,6.3,medium
USR_01478,3,kids,0.13,5.4,medium
USR_01479,2,mixed,0.45,3.3,low
USR_01480,1,adults,0.96,3.8,medium
USR_01481,2,adults,0.41,3.6,low
USR_01482,2,adults,0.99,6.1,high
USR_01483,5,mixed,0.32,5.5,medium
USR_01484,1,adults,0.71,2.2,high
USR_01485,1,adults,0.63,2.0,low
USR_01486,1,kids,0.11,4.6,medium
USR_01487,1,adults,0.59,2.6,low
USR_01488,1,adults,0.77,2.9,low
USR_01489,5,kids,0.55,4.7,low
USR_01490,3,kids,0.58,4.5,low
USR_01491,2,adults,0.57,2.9,medium
USR_01492,1,kids,0.39,2.0,low
USR_01493,3,mixed,0.43,4.4,medium
USR_01494,3,mixed,0.52,5.4,medium
USR_01495,2,adults,0.66,5.8,high
USR_01496,5,kids,0.37,8.2,high
USR_01497,4,mixed,0.48,3.8,medium
USR_01498,4,kids,0.56,5.7,medium
USR_01499,3,kids,0.33,4.2,low
USR_01500,6,mixed,0.41,6.5,high
USR_01501,6,kids,0.41,6.8,low
USR_01502,2,adults,0.44,3.3,low
USR_01503,4,mixed,0.65,5.8,low
USR_01504,3,mixed,0.51,5.0,medium
USR_01505,5,adults,0.85,5.3,low
USR_01506,4,mixed,0.79,6.8,medium
USR_01507,3,kids,0.3,2.0,low
USR_01508,3,adults,0.61,4.8,medium
USR_01509,1,mixed,0.55,2.0,low
USR_01510,5,kids,0.5,4.9,low
USR_01511,1,adults,0.69,4.9,high
USR_01512,2,adults,0.76,2.1,low
USR_01513,1,adults,0.55,2.6,high
USR_01514,1,mixed,0.69,6.2,medium
USR_01515,4,mixed,0.57,3.6,low
USR_01516,6,mixed,0.43,10.0,high
USR_01517,3,adults,0.77,4.2,low
USR_01518,5,mixed,0.75,6.9,high
USR_01519,1,adults,0.52,3.5,low
USR_01520,5,mixed,0.6,9.1,high
USR_01521,6,kids,0.35,5.4,low
USR_01522,6,mixed,0.49,6.7,medium
USR_01523,1,kids,0.4,4.3,medium
USR_01524,2,adults,0.59,5.4,high
USR_01525,1,adults,0.87,5.6,high
USR_01526,4,kids,0.28,7.3,high
USR_01527,3,kids,0.11,8.1,high
USR_01528,2,adults,0.88,3.8,low
USR_01529,1,adults,0.7,3.1,low
USR_01530,5,mixed,0.35,6.4,low
USR_01531,2,adults,0.96,3.9,medium
USR_01532,2,adults,0.71,5.1,medium
USR_01533,1,adults,0.68,3.6,medium
USR_01534,2,mixed,0.46,4.5,low
USR_01535,5,kids,0.35,7.6,medium
USR_01536,6,mixed,0.33,7.3,low
USR_01537,2,mixed,0.8,4.7,medium
USR_01538,6,mixed,0.55,6.1,medium
USR_01539,5,kids,0.33,5.8,medium
USR_01540,1,mixed,0.57,4.3,medium
USR_01541,3,kids,0.51,6.6,medium
USR_01542,2,kids,0.31,2.0,low
USR_01543,3,kids,0.45,4.2,medium
USR_01544,5,kids,0.32,6.0,low
USR_01545,2,mixed,0.63,3.0,medium
USR_01546,6,kids,0.48,6.3,medium
USR_01547,4,mixed,0.59,5.8,low
USR_01548,3,mixed,0.75,6.3,low
USR_01549,2,mixed,0.44,2.7,high
USR_01550,3,adults,0.74,5.7,high
USR_01551,2,adults,0.86,4.7,medium
USR_01552,1,mixed,0.61,3.7,low
USR_01553,6,kids,0.5,7.2,low
USR_01554,3,kids,0.49,7.0,medium
USR_01555,4,mixed,0.73,6.7,high
USR_01556,4,kids,0.59,6.8,low
USR_01557,5,mixed,0.3,5.7,medium
USR_01558,2,adults,0.58,3.7,low
USR_01559,3,mixed,0.76,4.4,high
USR_01560,5,adults,0.54,7.6,medium
USR_01561,3,kids,0.47,4.8,medium
USR_01562,2,adults,0.72,4.5,medium
USR_01563,4,mixed,0.47,5.3,medium
USR_01564,1,adults,0.88,3.5,low
USR_01565,4,kids,0.35,5.7,low
USR_01566,5,mixed,0.35,6.3,high
USR_01567,6,kids,0.39,7.2,high
USR_01568,1,adults,0.83,4.3,high
USR_01569,5,mixed,0.35,7.3,medium
USR_01570,2,adults,0.96,7.3,high
USR_01571,1,kids,0.16,3.2,low
USR_01572,5,mixed,0.67,7.7,medium
USR_01573,2,adults,0.86,2.2,medium
USR_01574,4,kids,0.12,8.1,medium
USR_01575,6,kids,0.44,8.0,medium
USR_01576,2,adults,0.73,3.5,low
USR_01577,3,adults,0.79,4.7,medium
USR_01578,2,adults,0.77,3.8,high
USR_01579,2,adults,0.82,3.1,medium
USR_01580,6,mixed,0.71,9.1,low
USR_01581,3,kids,0.29,3.2,low
USR_01582,5,kids,0.47,4.8,low
USR_01583,5,mixed,0.33,5.2,low
USR_01584,2,adults,0.5,2.7,medium
USR_01585,3,kids,0.11,4.9,medium
USR_01586,3,kids,0.57,6.2,medium
USR_01587,6,mixed,0.58,6.6,medium
USR_01588,4,mixed,0.3,5.1,high
USR_01589,5,kids,0.51,6.4,low
USR_01590,6,mixed,0.4,7.2,medium
USR_01591,1,adults,0.84,5.5,high
USR_01592,5,adults,0.5,5.5,low
USR_01593,6,kids,0.31,6.5,low
USR_01594,5,mixed,0.35,7.3,high
USR_01595,4,mixed,0.41,5.8,medium
USR_01596,1,mixed,0.3,2.8,medium
USR_01597,4,kids,0.57,4.5,low
USR_01598,1,adults,0.91,2.0,medium
USR_01599,2,mixed,0.66,3.4,medium
USR_01600,6,kids,0.33,7.7,low
USR_01601,1,mixed,0.37,4.3,medium
USR_01602,4,mixed,0.6,4.6,low
USR_01603,5,mixed,0.37,8.1,medium
USR_01604,1,adults,0.85,2.8,low
USR_01605,6,mixed,0.58,5.2,low
USR_01606,1,adults,0.78,2.0,low
USR_01607,3,mixed,0.36,5.9,low
USR_01608,5,kids,0.31,7.1,high
USR_01609,6,kids,0.17,5.3,low
USR_01610,6,kids,0.18,4.6,medium
USR_01611,2,adults,0.48,3.1,low
USR_01612,4,mixed,0.36,6.2,medium
USR_01613,2,kids,0.46,4.3,high
USR_01614,6,kids,0.5,5.5,low
USR_01615,5,mixed,0.8,6.8,high
USR_01616,1,adults,0.82,4.3,low
USR_01617,1,adults,0.92,2.0,medium
USR_01618,5,kids,0.13,5.7,medium
USR_01619,6,kids,0.23,9.8,high
USR_01620,1,kids,0.37,3.9,medium
USR_01621,1,adults,0.83,3.5,medium
USR_01622,1,adults,0.62,2.0,low
USR_01623,4,kids,0.3,5.2,low
USR_01624,4,adults,0.91,6.1,high
USR_01625,3,kids,0.49,3.9,medium
USR_01626,2,adults,0.53,2.8,medium
USR_01627,5,kids,0.47,7.4,medium
USR_01628,5,kids,0.36,6.4,medium
USR_01629,5,kids,0.47,7.9,high
USR_01630,3,mixed,0.53,5.1,medium
USR_01631,4,mixed,0.36,6.2,medium
USR_01632,6,mixed,0.8,8.0,high
USR_01633,6,mixed,0.31,6.2,low
USR_01634,3,kids,0.23,3.4,low
USR_01635,6,kids,0.57,5.6,medium
USR_01636,5,adults,0.56,4.7,low
USR_01637,2,mixed,0.58,3.7,medium
USR_01638,1,mixed,0.42,2.4,high
USR_01639,4,mixed,0.58,4.0,medium
USR_01640,4,kids,0.35,7.0,medium
USR_01641,3,kids,0.38,6.2,high
USR_01642,4,kids,0.27,5.2,medium
USR_01643,5,kids,0.14,9.2,medium
USR_01644,6,kids,0.57,5.3,medium
USR_01645,5,kids,0.49,8.7,high
USR_01646,3,mixed,0.74,4.8,medium
USR_01647,5,mixed,0.39,7.4,medium
USR_01648,6,mixed,0.34,8.4,high
USR_01649,2,kids,0.34,2.0,medium
USR_01650,3,kids,0.2,5.0,medium
USR_01651,2,adults,0.99,5.5,high
USR_01652,1,adults,0.89,2.0,medium
USR_01653,2,adults,0.66,6.4,medium
USR_01654,1,adults,0.72,4.7,high
USR_01655,1,adults,0.57,4.1,medium
USR_01656,2,adults,0.5,2.7,medium
USR_01657,3,mixed,0.39,6.7,high
USR_01658,6,kids,0.25,9.6,high
USR_01659,5,mixed,0.33,6.8,medium
USR_01660,5,mixed,0.77,6.0,low
USR_01661,6,kids,0.49,6.2,medium
USR_01662,1,adults,0.76,3.0,medium
USR_01663,1,adults,0.48,2.7,medium
USR_01664,3,kids,0.46,5.6,medium
USR_01665,4,mixed,0.63,4.7,medium
USR_01666,2,mixed,0.79,4.8,medium
USR_01667,1,adults,0.65,2.0,low
USR_01668,5,kids,0.29,6.2,medium
USR_01669,3,mixed,0.34,5.6,medium
USR_01670,2,adults,0.52,2.8,low
USR_01671,3,kids,0.54,5.2,low
USR_01672,2,adults,0.94,4.8,medium
USR_01673,2,adults,0.5,3.8,medium
USR_01674,6,mixed,0.64,8.2,low
USR_01675,1,mixed,0.41,4.4,high
USR_01676,3,kids,0.27,6.2,medium
USR_01677,3,mixed,0.49,8.1,high
USR_01678,6,kids,0.4,7.0,medium
USR_01679,5,kids,0.6,7.3,medium
USR_01680,5,adults,0.89,6.7,high
USR_01681,1,kids,0.2,2.1,medium
USR_01682,1,adults,0.92,3.1,medium
USR_01683,4,kids,0.12,3.6,low
USR_01684,6,kids,0.38,6.2,medium
USR_01685,5,kids,0.37,6.7,low
USR_01686,2,mixed,0.58,3.0,low
USR_01687,3,adults,0.45,5.3,low
USR_01688,1,adults,0.67,3.2,low
USR_01689,3,kids,0.23,8.1,high
USR_01690,3,mixed,0.44,5.0,low
USR_01691,4,kids,0.6,7.0,medium
USR_01692,5,adults,0.6,8.0,high
USR_01693,1,mixed,0.47,3.7,medium
USR_01694,3,mixed,0.71,5.8,low
USR_01695,1,adults,0.66,4.1,medium
USR_01696,2,adults,0.87,4.4,medium
USR_01697,4,kids,0.43,5.9,medium
USR_01698,2,mixed,0.76,4.7,medium
USR_01699,1,adults,0.74,3.5,high
USR_01700,1,adults,0.86,2.4,medium
USR_01701,5,kids,0.22,8.2,medium
USR_01702,3,mixed,0.39,7.1,medium
USR_01703,3,kids,0.48,3.3,low
USR_01704,2,mixed,0.46,4.3,high
USR_01705,4,mixed,0.66,6.6,low
USR_01706,6,adults,0.58,7.9,medium
USR_01707,3,kids,0.44,6.7,high
USR_01708,5,kids,0.23,7.6,medium
USR_01709,2,adults,0.84,3.8,medium
USR_01710,2,adults,0.51,4.5,medium
USR_01711,6,kids,0.38,8.6,high
USR_01712,5,mixed,0.78,5.5,medium
USR_01713,4,kids,0.19,7.1,high
USR_01714,5,mixed,0.33,7.5,low
USR_01715,4,kids,0.23,5.3,medium
USR_01716,5,mixed,0.42,7.7,high
USR_01717,5,mixed,0.47,6.2,low
USR_01718,1,mixed,0.32,3.0,medium
USR_01719,2,mixed,0.75,4.4,low
USR_01720,5,mixed,0.56,5.7,medium
USR_01721,6,adults,0.48,8.9,medium
USR_01722,5,kids,0.33,7.3,medium
USR_01723,3,mixed,0.33,3.3,low
USR_01724,2,adults,0.94,5.6,low
USR_01725,3,kids,0.36,4.6,low
USR_01726,2,adults,0.98,3.2,medium
USR_01727,3,kids,0.2,6.2,medium
USR_01728,5,kids,0.44,8.1,high
USR_01729,5,kids,0.24,4.4,medium
USR_01730,1,adults,0.59,2.7,medium
USR_01731,6,adults,0.6,8.6,high
USR_01732,3,kids,0.49,2.3,medium
USR_01733,4,mixed,0.45,6.8,high
USR_01734,1,adults,0.63,3.5,medium
USR_01735,3,adults,0.49,3.0,low
USR_01736,3,mixed,0.76,4.7,low
USR_01737,1,adults,0.53,3.3,medium
USR_01738,5,mixed,0.44,4.6,low
USR_01739,3,kids,0.42,6.0,medium
USR_01740,5,adults,0.47,7.5,medium
USR_01741,1,mixed,0.62,3.0,medium
USR_01742,5,mixed,0.77,6.3,medium
USR_01743,2,adults,0.44,4.5,low
USR_01744,4,kids,0.5,5.5,medium
USR_01745,3,mixed,0.41,2.6,medium
USR_01746,6,kids,0.34,8.9,high
USR_01747,4,mixed,0.65,4.7,medium
USR_01748,5,kids,0.31,7.0,high
USR_01749,3,adults,0.52,6.6,medium
USR_01750,5,kids,0.11,6.3,medium
USR_01751,2,adults,0.83,3.6,low
USR_01752,1,adults,0.57,3.9,medium
USR_01753,3,mixed,0.34,5.5,medium
USR_01754,2,adults,0.91,3.0,medium
USR_01755,2,adults,0.59,4.0,medium
USR_01756,3,kids,0.32,4.9,medium
USR_01757,5,mixed,0.47,6.8,medium
USR_01758,6,adults,0.95,7.6,medium
USR_01759,2,mixed,0.57,6.7,low
USR_01760,4,kids,0.49,5.3,high
USR_01761,2,kids,0.14,4.8,low
USR_01762,6,kids,0.55,8.2,low
USR_01763,5,mixed,0.78,7.1,medium
USR_01764,5,kids,0.47,5.7,medium
USR_01765,4,kids,0.17,7.7,medium
USR_01766,2,mixed,0.46,2.0,low
USR_01767,5,mixed,0.56,5.7,medium
USR_01768,6,kids,0.32,8.7,medium
USR_01769,3,kids,0.11,5.5,high
USR_01770,1,adults,0.74,6.2,high
USR_01771,1,adults,0.85,2.0,medium
USR_01772,1,adults,0.86,2.0,medium
USR_01773,2,adults,0.95,3.5,medium
USR_01774,4,mixed,0.44,5.7,low
USR_01775,5,mixed,0.49,6.2,medium
USR_01776,3,mixed,0.75,4.3,medium
USR_01777,6,mixed,0.73,10.0,high
USR_01778,3,mixed,0.56,6.2,low
USR_01779,6,adults,0.65,6.8,medium
USR_01780,2,mixed,0.4,2.0,medium
USR_01781,1,adults,0.68,2.0,medium
USR_01782,2,adults,0.81,3.9,low
USR_01783,4,adults,0.88,7.5,high
USR_01784,4,kids,0.36,5.8,medium
USR_01785,6,kids,0.12,7.2,medium
USR_01786,5,kids,0.27,5.0,low
USR_01787,5,kids,0.14,7.3,medium
USR_01788,6,adults,0.65,9.3,medium
USR_01789,4,mixed,0.78,2.5,low
USR_01790,4,mixed,0.79,5.1,low
USR_01791,4,mixed,0.65,5.5,high
USR_01792,2,adults,0.88,2.0,low
USR_01793,4,kids,0.22,3.8,low
USR_01794,3,mixed,0.68,5.4,medium
USR_01795,1,mixed,0.73,3.8,medium
USR_01796,4,kids,0.17,7.0,low
USR_01797,6,mixed,0.61,7.3,medium
USR_01798,1,adults,0.7,2.0,low
USR_01799,2,adults,0.82,3.3,low
USR_01800,6,kids,0.42,5.1,low
USR_01801,1,adults,0.84,2.9,high
USR_01802,6,mixed,0.4,7.5,low
USR_01803,2,mixed,0.53,3.8,low
USR_01804,3,kids,0.35,5.6,medium
USR_01805,2,adults,0.65,4.7,high
USR_01806,2,mixed,0.75,4.5,low
USR_01807,6,kids,0.43,6.8,medium
USR_01808,5,kids,0.11,7.3,low
USR_01809,4,adults,0.94,6.1,medium
USR_01810,4,mixed,0.75,5.5,medium
USR_01811,3,adults,0.59,5.2,medium
USR_01812,3,kids,0.38,4.9,medium
USR_01813,4,mixed,0.62,7.6,medium
USR_01814,5,kids,0.54,6.3,low
USR_01815,4,kids,0.13,5.7,medium
USR_01816,5,mixed,0.59,5.7,low
USR_01817,3,kids,0.39,5.9,medium
USR_01818,1,adults,0.68,5.1,high
USR_01819,6,kids,0.48,8.0,high
USR_01820,3,kids,0.47,4.5,high
USR_01821,3,mixed,0.47,3.8,medium
USR_01822,2,adults,0.82,3.9,medium
USR_01823,2,adults,0.74,5.2,low
USR_01824,2,adults,0.75,3.8,medium
USR_01825,6,kids,0.44,6.6,medium
USR_01826,2,adults,0.68,2.0,medium
USR_01827,5,kids,0.13,8.3,medium
USR_01828,4,mixed,0.49,5.9,low
USR_01829,1,adults,0.82,4.3,medium
USR_01830,3,kids,0.12,7.1,high
USR_01831,5,mixed,0.77,5.8,low
USR_01832,1,mixed,0.74,3.4,medium
USR_01833,5,kids,0.2,9.3,high
USR_01834,5,mixed,0.74,6.7,medium
USR_01835,3,kids,0.42,5.6,medium
USR_01836,4,mixed,0.5,6.2,low
USR_01837,2,adults,0.57,4.9,medium
USR_01838,6,mixed,0.35,8.1,high
USR_01839,4,adults,0.59,5.7,medium
USR_01840,6,kids,0.59,8.2,medium
USR_01841,3,mixed,0.58,5.3,low
USR_01842,3,kids,0.11,5.8,low
USR_01843,3,kids,0.49,6.6,high
USR_01844,1,adults,0.44,4.0,medium
USR_01845,6,kids,0.11,6.8,medium
USR_01846,4,mixed,0.78,4.5,low
USR_01847,4,mixed,0.48,6.6,medium
USR_01848,5,mixed,0.74,6.8,high
USR_01849,5,kids,0.46,6.5,medium
USR_01850,5,kids,0.59,7.7,low
USR_01851,3,adults,0.7,6.4,medium
USR_01852,4,kids,0.31,6.1,medium
USR_01853,6,mixed,0.3,6.9,medium
USR_01854,3,mixed,0.39,5.8,high
USR_01855,1,mixed,0.41,4.3,medium
USR_01856,5,mixed,0.77,7.5,high
USR_01857,3,mixed,0.38,4.2,medium
USR_01858,3,kids,0.16,5.9,low
USR_01859,1,mixed,0.57,3.5,medium
USR_01860,2,adults,0.43,2.9,low
USR_01861,4,kids,0.58,7.3,high
USR_01862,6,kids,0.21,8.5,medium
USR_01863,2,mixed,0.57,2.9,medium
USR_01864,5,kids,0.44,6.3,medium
USR_01865,3,kids,0.22,4.1,low
USR_01866,1,adults,0.77,3.8,medium
USR_01867,1,kids,0.23,4.1,medium
USR_01868,4,mixed,0.63,4.5,low
USR_01869,2,adults,0.77,2.3,medium
USR_01870,4,mixed,0.64,6.4,low
USR_01871,3,kids,0.32,3.6,medium
USR_01872,4,kids,0.35,6.0,medium
USR_01873,6,adults,0.62,6.6,low
USR_01874,1,adults,0.56,4.5,high
USR_01875,1,adults,0.67,4.8,low
USR_01876,5,kids,0.2,9.6,low
USR_01877,5,kids,0.39,4.0,low
USR_01878,3,kids,0.49,6.1,medium
USR_01879,6,mixed,0.47,7.1,medium
USR_01880,2,adults,0.44,5.4,medium
USR_01881,4,mixed,0.32,6.3,low
USR_01882,3,kids,0.25,6.1,low
USR_01883,5,kids,0.58,6.8,medium
USR_01884,4,kids,0.46,5.6,high
USR_01885,5,mixed,0.79,8.6,high
USR_01886,4,kids,0.24,5.3,low
USR_01887,2,adults,0.59,3.8,medium
USR_01888,3,mixed,0.66,5.3,high
USR_01889,4,mixed,0.72,6.9,medium
USR_01890,6,kids,0.19,10.0,high
USR_01891,1,adults,0.95,2.0,low
USR_01892,6,kids,0.36,9.0,high
USR_01893,6,mixed,0.49,6.9,medium
USR_01894,1,adults,0.54,2.5,high
USR_01895,6,mixed,0.64,7.5,medium
USR_01896,4,mixed,0.66,4.7,medium
USR_01897,4,kids,0.21,4.8,high
USR_01898,4,kids,0.38,4.3,low
USR_01899,1,adults,0.43,2.1,medium
USR_01900,6,kids,0.14,6.5,medium
USR_01901,1,adults,0.79,2.0,medium
USR_01902,4,mixed,0.4,6.2,high
USR_01903,6,kids,0.22,5.9,low
USR_01904,6,adults,0.88,7.8,medium
USR_01905,5,mixed,0.31,7.2,medium
USR_01906,5,mixed,0.47,6.3,low
USR_01907,2,adults,0.88,3.8,medium
USR_01908,3,kids,0.37,4.1,low
USR_01909,5,mixed,0.55,5.5,medium
USR_01910,1,adults,0.63,3.3,high
USR_01911,5,kids,0.32,7.3,medium
USR_01912,2,adults,0.49,2.0,medium
USR_01913,6,kids,0.34,8.2,high
USR_01914,2,adults,0.57,3.7,medium
USR_01915,6,mixed,0.54,9.0,high
USR_01916,6,kids,0.48,5.6,medium
USR_01917,3,kids,0.17,5.9,high
